,age,job,marital,education,balance,housing,duration,campaign,approval
1689,28.0,4,2,3,3238,2,7.0,1,1
1690,46.0,0,2,2,751,2,104.0,2,1
1691,51.0,1,3,1,-28,1,220.0,2,1
1692,42.0,4,3,3,0,1,85.0,2,1
1693,37.0,9,2,2,2442,1,91.0,3,2
1694,58.0,10,1,3,1798,2,19.0,8,1
1695,43.0,0,1,2,132,1,574.0,1,2
1696,36.0,4,2,3,260,2,49.0,1,1
1697,34.0,1,1,2,7,2,171.0,2,1
1698,31.0,4,2,3,3283,1,258.0,1,2
1699,49.0,9,1,4,323,2,41.0,2,1
1700,54.0,4,1,3,2960,2,83.0,1,1
1701,29.0,10,2,2,486,1,95.0,1,1
1702,51.0,5,3,2,343,2,78.0,2,1
1703,40.0,10,3,2,507,2,134.0,1,1
1704,35.0,4,2,3,5958,2,215.0,1,2
1705,25.0,8,2,2,304,1,226.0,2,2
1706,32.0,1,2,2,118,2,1275.0,1,2
1707,30.0,6,1,2,123,1,66.0,1,1
1708,38.0,4,1,3,76,2,196.0,3,1
1709,46.0,0,1,2,70,2,229.0,2,2
1710,43.0,10,1,1,960,2,241.0,2,1
1711,32.0,9,2,3,2185,1,354.0,2,1
1712,29.0,1,2,2,309,2,471.0,3,1
1713,56.0,1,1,2,2190,1,90.0,2,1
1714,57.0,9,1,1,0,1,58.0,8,1
1715,38.0,0,1,2,3732,2,379.0,2,1
1716,51.0,9,1,1,1550,1,12.0,5,1
1717,35.0,0,2,3,62,1,67.0,1,1
1718,37.0,1,1,1,704,1,165.0,7,1
1719,48.0,4,1,2,4415,2,1032.0,3,2
1720,30.0,1,2,2,4,2,84.0,3,1
1721,60.0,5,1,2,262,1,393.0,4,1
1722,56.0,4,1,2,238,2,808.0,1,1
1723,45.0,1,1,1,97,2,923.0,3,1
1724,38.0,9,3,2,410,1,63.0,6,1
1725,20.0,8,2,2,1191,1,274.0,1,1
1726,59.0,5,1,1,-47,2,84.0,4,1
1727,34.0,9,1,3,197,1,78.0,3,2
1728,36.0,1,1,4,6,1,41.0,7,1
1729,53.0,0,2,2,2398,2,317.0,1,2
1730,51.0,4,1,3,630,2,138.0,1,1
1731,58.0,5,1,2,235,1,88.0,4,1
1732,48.0,4,1,1,1910,2,413.0,2,1
1733,56.0,4,1,3,3172,2,139.0,1,1
1734,51.0,1,1,1,872,1,82.0,2,1
1735,35.0,1,1,2,407,2,12.0,6,1
1736,40.0,0,2,2,100,2,221.0,1,2
1737,59.0,3,1,2,345,1,38.0,1,1
1738,44.0,4,3,3,2058,1,661.0,1,1
1739,49.0,3,1,1,889,1,388.0,1,2
1740,35.0,0,1,3,0,2,151.0,7,1
1741,41.0,4,1,3,51,1,140.0,8,1
1742,55.0,5,1,1,150,1,124.0,1,1
1743,51.0,6,1,2,34,1,200.0,1,1
1744,27.0,7,2,2,795,1,101.0,3,1
1745,57.0,1,1,1,282,1,261.0,12,1
1746,51.0,4,2,3,2139,1,176.0,2,1
1747,38.0,4,1,3,-469,2,209.0,12,1
1748,49.0,0,1,2,197,2,223.0,1,2
1749,40.0,9,2,3,825,2,38.0,1,1
1750,47.0,3,2,3,3232,1,541.0,1,1
1751,48.0,4,3,2,1598,2,84.0,1,1
1752,47.0,7,1,3,871,1,602.0,9,1
1753,56.0,7,1,2,83,1,26.0,11,1
1754,29.0,4,2,3,1445,1,328.0,2,2
1755,38.0,9,1,2,226,2,762.0,3,2
1756,32.0,4,1,3,-55,2,107.0,4,1
1757,42.0,0,2,2,243,2,46.0,5,1
1758,30.0,1,1,1,-336,1,128.0,6,1
1759,26.0,0,2,3,3672,2,360.0,5,1
1760,35.0,9,1,2,0,2,524.0,1,2
1761,35.0,9,1,2,251,2,128.0,3,1
1762,35.0,6,2,3,44,1,310.0,2,1
1763,57.0,1,1,2,2887,1,819.0,10,2
1764,29.0,0,2,2,1992,1,202.0,1,1
1765,32.0,1,2,2,2,1,144.0,2,1
1766,45.0,9,1,2,1415,2,311.0,1,1
1767,51.0,4,2,3,297,2,415.0,4,2
1768,31.0,9,2,2,1094,2,93.0,8,1
1769,50.0,6,1,4,-84,2,101.0,1,1
1770,38.0,1,2,2,-1,2,72.0,1,1
1771,37.0,4,1,3,347,2,282.0,1,1
1772,35.0,4,1,3,1253,2,210.0,2,1
1773,37.0,10,1,4,4565,1,369.0,1,1
1774,28.0,4,2,3,781,1,125.0,6,1
1775,-38.0,4,1,3,7124,1,301.0,6,1
1776,43.0,4,1,2,17555,1,14.0,14,1
1777,43.0,4,1,4,5172,2,57.0,3,1
1778,56.0,4,1,3,15520,1,420.0,1,1
1779,32.0,9,2,3,13711,2,638.0,1,1
1780,58.0,4,3,3,1533,1,137.0,2,1
1781,47.0,4,1,3,286,1,557.0,7,1
1782,31.0,1,2,2,-219,2,66.0,2,1
1783,38.0,4,1,3,0,2,206.0,1,1
1784,50.0,1,1,2,810,2,19.0,14,1
1785,32.0,1,1,2,300,1,166.0,2,1
1786,37.0,7,2,2,1175,2,102.0,1,1
1787,39.0,4,1,3,0,2,46.0,2,1
1788,40.0,7,1,2,113,2,126.0,1,1
1789,41.0,1,1,2,641,2,161.0,1,1
1790,45.0,9,1,2,1477,2,355.0,1,1
1791,31.0,0,1,2,0,2,40.0,2,1
1792,54.0,7,1,1,8,2,143.0,1,1
1793,39.0,0,3,2,399,2,133.0,2,1
1794,56.0,0,3,2,-435,2,185.0,2,1
1795,35.0,0,2,2,2830,1,22.0,12,1
1796,34.0,4,1,2,15,1,184.0,7,1
1797,31.0,9,2,2,125,1,78.0,2,1
1798,38.0,9,1,3,45,1,125.0,4,1
1799,41.0,9,1,3,13,1,189.0,2,1
1800,44.0,2,1,3,0,2,300.0,1,1
1801,49.0,1,1,2,579,2,396.0,1,1
1802,30.0,7,2,2,432,2,340.0,3,1
1803,31.0,7,2,2,1987,2,55.0,2,1
1804,34.0,4,1,2,857,2,238.0,6,1
1805,70.0,5,1,3,15834,1,172.0,3,1
1806,45.0,4,1,3,3370,1,36.0,3,1
1807,31.0,4,1,3,6290,1,303.0,2,1
1808,57.0,0,1,2,808,1,417.0,3,1
1809,40.0,7,1,4,4075,2,162.0,3,1
1810,28.0,1,1,2,373,2,10.0,9,1
1811,44.0,0,2,2,-101,2,99.0,1,1
1812,49.0,7,3,2,3250,1,32.0,3,1
1813,46.0,4,1,3,1375,2,308.0,3,1
1814,34.0,4,1,3,180,1,298.0,3,1
1815,58.0,9,1,2,175,1,92.0,4,1
1816,52.0,7,1,2,381,1,288.0,12,1
1817,27.0,1,1,2,2171,2,130.0,1,1
1818,48.0,9,1,2,340,2,255.0,2,1
1819,33.0,9,3,2,10,2,167.0,5,1
1820,46.0,0,1,2,4958,2,64.0,3,1
1821,51.0,3,1,4,21244,1,166.0,2,1
1822,31.0,4,1,3,156,1,657.0,7,2
1823,35.0,9,3,2,473,2,434.0,4,1
1824,37.0,0,2,2,781,1,75.0,1,1
1825,60.0,2,1,1,0,1,40.0,1,1
1826,40.0,9,1,2,1819,1,398.0,2,1
1827,50.0,4,1,3,4374,2,163.0,2,1
1828,34.0,2,1,2,456,2,137.0,8,1
1829,32.0,9,1,2,253,2,257.0,3,1
1830,36.0,7,2,2,774,2,231.0,2,1
1831,32.0,0,2,3,-59,1,192.0,1,1
1832,40.0,7,3,2,-81,1,186.0,1,1
1833,37.0,1,1,1,0,2,226.0,1,1
1834,57.0,4,1,3,0,2,67.0,1,1
1835,46.0,4,1,3,-3,1,205.0,2,1
1836,31.0,1,2,1,2488,2,14.0,1,1
1837,39.0,9,3,3,3,1,488.0,1,2
1838,35.0,4,1,2,839,2,50.0,3,1
1839,32.0,1,1,1,103,1,312.0,1,1
1840,44.0,9,3,2,316,2,163.0,3,1
1841,41.0,9,2,2,1680,2,76.0,2,1
1842,59.0,5,3,1,7179,1,150.0,1,1
1843,39.0,7,1,2,247,2,244.0,2,1
1844,54.0,4,1,3,8295,1,207.0,1,2
1845,27.0,7,2,2,261,2,113.0,1,1
1846,51.0,6,1,2,95,2,1309.0,4,2
1847,33.0,9,2,2,291,1,72.0,6,1
1848,38.0,1,1,1,2240,2,551.0,1,1
1849,52.0,2,1,3,0,1,163.0,3,1
1850,54.0,4,3,3,1295,2,179.0,10,1
1851,33.0,1,1,1,324,2,217.0,2,1
1852,50.0,9,1,2,669,2,88.0,1,1
1853,39.0,1,2,2,4143,2,21.0,1,1
1854,34.0,4,2,3,2646,1,142.0,1,2
1855,41.0,9,2,2,618,1,1056.0,1,1
1856,48.0,4,3,3,541,2,72.0,1,1
1857,38.0,7,1,2,434,2,411.0,1,1
1858,34.0,1,1,2,622,2,145.0,1,1
1859,32.0,1,1,2,0,2,80.0,2,1
1860,48.0,4,1,2,99,2,344.0,1,1
1861,28.0,7,2,2,290,2,128.0,1,1
1862,47.0,1,1,2,1230,2,412.0,1,2
1863,32.0,0,2,2,45,2,908.0,3,1
1864,32.0,0,1,2,923,2,819.0,4,1
1865,38.0,4,1,3,950,1,210.0,2,1
1866,86.0,5,1,2,1503,1,165.0,3,1
1867,47.0,9,1,2,65,1,118.0,8,1
1868,42.0,4,1,1,-679,2,159.0,1,1
1869,44.0,4,1,3,773,1,618.0,1,1
1870,25.0,8,2,4,10788,1,102.0,2,1
1871,34.0,7,3,2,991,2,89.0,1,1
1872,34.0,0,1,2,247,1,401.0,2,2
1873,53.0,1,1,1,4143,1,200.0,3,1
1874,42.0,1,1,4,-406,2,152.0,5,1
1875,30.0,1,2,2,180,1,203.0,1,1
1876,26.0,1,2,1,-887,2,827.0,2,2
1877,40.0,7,1,2,4157,2,735.0,1,1
1878,34.0,9,2,2,1386,2,185.0,6,1
1879,34.0,7,1,2,2211,1,149.0,1,1
1880,40.0,4,1,3,-495,1,303.0,2,1
1881,36.0,4,1,3,27359,2,71.0,2,1
1882,34.0,9,2,2,440,2,445.0,2,1
1883,32.0,1,2,2,135,2,232.0,2,1
1884,39.0,9,1,2,-735,2,144.0,5,1
1885,36.0,9,1,3,60,1,209.0,2,1
1886,39.0,9,3,2,902,2,691.0,2,2
1887,33.0,4,1,4,18347,2,415.0,1,1
1888,34.0,1,2,2,-72,2,273.0,5,1
1889,42.0,4,1,3,1205,1,376.0,2,2
1890,46.0,9,1,2,499,2,37.0,10,1
1891,32.0,4,2,3,656,2,148.0,2,1
1892,27.0,7,1,2,100,1,57.0,2,1
1893,35.0,9,3,2,69,2,461.0,3,1
1894,53.0,9,1,4,619,1,198.0,6,1
1895,29.0,7,2,2,192,1,327.0,4,1
1896,35.0,4,2,3,0,1,669.0,6,1
1897,49.0,4,1,3,87,1,165.0,1,1
1898,58.0,4,1,3,3228,1,58.0,2,1
1899,40.0,4,2,3,1361,1,1473.0,1,2
1900,19.0,8,2,4,0,1,123.0,3,1
1901,30.0,8,2,3,34,2,289.0,1,1
1902,34.0,9,2,2,318,1,239.0,5,1
1903,60.0,5,1,2,197,1,1386.0,1,1
1904,28.0,8,2,3,0,1,294.0,2,2
1905,46.0,4,1,3,273,2,910.0,2,2
1906,49.0,1,3,1,15,2,550.0,7,1
1907,59.0,4,3,3,7813,2,75.0,1,1
1908,44.0,9,2,2,-27,2,100.0,3,1
1909,33.0,9,1,3,75,1,204.0,4,1
1910,54.0,5,1,2,1139,2,155.0,1,1
1911,26.0,1,1,2,115,2,46.0,3,1
1912,54.0,1,1,2,0,1,1366.0,1,1
1913,48.0,3,1,1,7195,1,609.0,2,2
1914,30.0,7,2,3,-477,1,1532.0,2,2
1915,29.0,4,2,3,1026,1,226.0,1,2
1916,51.0,2,1,3,3921,2,168.0,1,1
1917,53.0,10,1,1,980,2,352.0,1,2
1918,43.0,1,1,2,-179,2,335.0,6,1
1919,34.0,0,1,3,2552,2,74.0,1,1
1920,40.0,2,1,3,1729,2,85.0,1,1
1921,43.0,9,1,2,434,2,117.0,1,1
1922,33.0,0,2,2,-300,2,184.0,1,1
1923,66.0,5,1,2,4785,1,72.0,3,1
1924,44.0,9,3,2,-329,2,171.0,1,1
1925,33.0,7,1,2,0,2,44.0,8,1
1926,31.0,9,2,2,391,1,336.0,2,1
1927,71.0,5,1,1,4657,1,93.0,5,2
1928,22.0,8,2,1,3472,1,332.0,1,2
1929,46.0,10,2,3,705,1,398.0,1,1
1930,32.0,7,1,2,255,2,86.0,2,1
1931,45.0,1,1,2,4365,1,45.0,2,1
1932,32.0,4,1,2,350,2,110.0,2,1
1933,49.0,1,1,1,474,2,152.0,3,1
1934,27.0,9,2,2,489,2,356.0,4,2
1935,46.0,2,1,2,757,1,382.0,3,1
1936,37.0,4,2,3,695,1,233.0,1,1
1937,30.0,10,2,2,-770,2,87.0,1,1
1938,44.0,6,3,2,80,2,387.0,2,1
1939,45.0,9,1,2,315,2,103.0,1,1
1940,27.0,8,2,2,213,1,378.0,1,2
1941,57.0,3,1,1,0,1,257.0,2,1
1942,66.0,4,1,3,2169,1,282.0,1,1
1943,40.0,0,3,2,212,1,176.0,1,1
1944,48.0,1,1,2,333,2,24.0,6,1
1945,33.0,1,2,2,4404,2,766.0,3,1
1946,42.0,7,3,2,257,2,955.0,2,2
1947,47.0,10,1,2,3188,2,426.0,3,1
1948,27.0,9,2,3,3083,2,244.0,2,1
1949,78.0,5,1,3,226,1,136.0,1,1
1950,50.0,7,1,1,1260,1,172.0,1,1
1951,46.0,2,2,3,1410,2,93.0,1,1
1952,41.0,0,3,2,6046,2,300.0,6,2
1953,36.0,0,2,3,980,1,118.0,4,1
1954,49.0,5,1,1,-37,1,191.0,2,1
1955,46.0,4,3,3,-154,2,107.0,2,1
1956,77.0,5,1,1,680,1,513.0,2,1
1957,30.0,9,2,3,799,2,91.0,18,1
1958,43.0,4,2,2,-1164,2,76.0,4,1
1959,44.0,1,1,2,2523,2,1236.0,2,1
1960,40.0,1,1,1,98,2,193.0,5,1
1961,38.0,1,1,1,3419,2,324.0,5,1
1962,25.0,10,2,3,343,1,377.0,1,2
1963,49.0,4,1,3,852,2,408.0,1,1
1964,33.0,1,1,1,50,2,246.0,2,1
1965,40.0,4,2,3,0,1,58.0,7,1
1966,44.0,1,1,1,10,2,196.0,1,1
1967,32.0,1,1,2,950,2,219.0,4,1
1968,52.0,4,1,3,0,2,197.0,1,1
1969,35.0,4,1,3,175,2,257.0,2,1
1970,35.0,9,1,2,-259,2,381.0,1,1
1972,42.0,9,1,2,-1310,2,162.0,1,1
1973,59.0,1,1,4,139,1,153.0,1,1
1974,44.0,9,2,2,7138,1,809.0,2,2
1975,50.0,0,3,2,1111,2,50.0,1,1
1976,27.0,1,2,2,113,1,39.0,17,1
1977,55.0,4,3,3,-612,1,131.0,2,1
1978,54.0,1,1,4,310,2,526.0,4,1
1979,31.0,10,2,2,-186,2,172.0,3,1
1980,56.0,0,1,4,2038,1,405.0,1,1
1981,51.0,6,1,3,833,1,77.0,3,1
1982,61.0,1,1,1,625,2,158.0,2,1
1983,34.0,9,2,2,105,2,146.0,2,1
1984,56.0,1,1,1,551,1,27.0,1,1
1985,29.0,8,2,4,145,1,105.0,1,1
1986,34.0,4,2,3,618,2,119.0,4,1
1987,35.0,7,2,2,1063,2,327.0,1,1
1988,56.0,0,3,2,985,1,150.0,2,1
1989,45.0,1,1,2,2926,2,482.0,3,1
1990,31.0,0,2,2,-449,2,81.0,2,1
1991,37.0,2,3,3,66,1,1164.0,2,2
1992,43.0,0,1,2,0,2,674.0,3,1
1993,40.0,4,1,4,419,2,347.0,1,1
1994,44.0,4,1,1,4758,2,712.0,6,2
1995,38.0,0,2,2,-23,1,48.0,2,1
1996,58.0,4,3,3,1573,2,279.0,1,1
1997,24.0,1,2,2,77,2,236.0,2,1
1998,53.0,7,1,2,1378,2,91.0,2,1
1999,36.0,1,1,2,-73,2,15.0,8,1
2000,28.0,1,1,1,60,2,161.0,1,1
2001,45.0,1,1,1,137,2,187.0,19,1
2002,32.0,0,2,3,1583,2,100.0,1,1
2003,46.0,0,1,2,-121,2,214.0,4,1
2004,28.0,1,2,2,1065,2,406.0,1,1
2005,51.0,10,1,2,-13,2,361.0,1,1
2006,51.0,1,1,1,1869,1,30.0,3,1
2007,30.0,9,2,2,4787,2,99.0,2,1
2008,39.0,9,1,2,-183,2,202.0,2,1
2009,28.0,1,1,1,702,2,318.0,2,1
2010,31.0,4,2,3,1494,1,275.0,12,1
2011,31.0,1,1,1,0,2,59.0,4,1
2012,38.0,4,1,3,46,1,70.0,4,1
2013,31.0,1,2,2,609,2,1126.0,1,1
2014,74.0,5,3,2,4079,1,343.0,3,2
2015,40.0,4,2,3,0,2,228.0,2,2
2016,43.0,9,1,2,7876,2,209.0,2,1
2017,34.0,9,2,3,925,2,709.0,1,2
2018,54.0,4,3,3,7010,1,275.0,2,1
2019,51.0,1,1,1,42,2,51.0,2,1
2020,33.0,1,1,2,285,1,267.0,1,1
2021,41.0,9,1,3,0,1,95.0,1,1
2022,33.0,4,2,3,3170,1,246.0,2,1
2023,48.0,0,1,2,8,1,46.0,1,1
2024,42.0,6,3,3,216,2,144.0,3,1
2025,35.0,4,2,3,2975,1,249.0,2,1
2026,25.0,0,1,2,894,2,328.0,1,1
2027,38.0,1,2,1,490,2,17.0,1,1
2028,45.0,2,1,2,245,2,126.0,3,1
2029,59.0,4,3,3,0,2,52.0,8,1
2030,47.0,4,1,4,150,1,52.0,1,1
2031,33.0,4,1,3,4,2,285.0,5,1
2032,59.0,4,1,1,1727,1,500.0,4,2
2033,41.0,1,3,1,664,1,955.0,5,2
2034,42.0,9,1,2,473,2,216.0,5,1
2035,51.0,9,3,3,0,1,84.0,7,1
2036,45.0,4,1,3,-192,2,138.0,3,1
2037,30.0,4,1,3,1942,2,436.0,2,2
2038,33.0,1,2,2,5137,2,123.0,1,1
2039,43.0,4,1,3,13044,1,36.0,4,1
2040,37.0,1,1,2,1053,1,405.0,3,1
2041,73.0,5,1,1,154,1,103.0,1,1
2042,43.0,1,1,2,625,2,175.0,1,1
2043,52.0,10,1,1,255,1,374.0,3,1
2044,44.0,4,1,3,529,2,129.0,4,1
2045,56.0,4,1,3,318,1,246.0,3,1
2046,21.0,7,2,2,1903,2,107.0,2,1
2047,43.0,11,1,3,1937,1,385.0,1,1
2048,54.0,4,1,1,3859,1,104.0,3,1
2049,59.0,9,1,1,4198,1,309.0,1,2
2050,52.0,1,1,1,230,2,198.0,2,1
2051,31.0,0,2,2,747,2,543.0,2,2
2052,53.0,0,1,2,263,1,143.0,7,1
2053,24.0,9,2,2,-46,2,23.0,1,1
2054,57.0,5,1,2,0,1,104.0,2,1
2055,48.0,9,1,2,568,2,378.0,2,2
2056,57.0,9,1,2,1469,2,364.0,1,1
2057,51.0,9,1,2,18,1,363.0,6,1
2058,50.0,4,3,3,201,2,248.0,1,1
2059,34.0,1,1,2,1412,2,157.0,2,1
2060,43.0,1,1,1,-93,2,402.0,2,1
2061,31.0,7,1,2,-331,2,203.0,5,1
2062,29.0,1,1,4,486,2,422.0,1,1
2063,39.0,1,1,1,694,2,44.0,1,1
2064,36.0,4,2,3,2806,2,358.0,4,1
2065,38.0,10,2,3,0,1,39.0,2,1
2066,56.0,4,3,3,2959,2,325.0,1,1
2067,41.0,3,3,1,22,2,238.0,3,1
2068,47.0,9,1,2,1167,2,968.0,1,2
2069,38.0,4,2,3,35,2,156.0,1,1
2070,80.0,5,1,2,8304,1,681.0,1,1
2071,37.0,7,1,2,4760,2,187.0,2,1
2072,44.0,4,2,3,-1313,2,104.0,10,1
2073,33.0,1,2,2,697,1,860.0,2,2
2074,53.0,9,1,2,230,1,112.0,2,1
2075,69.0,5,1,3,473,1,112.0,1,1
2076,46.0,9,1,2,1427,2,32.0,3,1
2077,30.0,4,2,3,201,2,325.0,2,2
2078,31.0,6,2,2,1086,1,410.0,1,1
2079,38.0,4,3,3,4335,2,640.0,1,1
2080,34.0,7,3,2,44,1,118.0,1,1
2081,48.0,11,1,4,286,1,166.0,2,1
2082,46.0,1,3,1,216,1,173.0,1,1
2083,42.0,0,1,2,214,2,21.0,24,1
2084,41.0,1,1,2,343,2,89.0,7,1
2085,33.0,1,1,2,-77,2,151.0,3,1
2086,39.0,1,1,1,1046,1,112.0,4,1
2087,27.0,8,2,2,1566,1,164.0,5,1
2088,26.0,4,2,3,592,1,145.0,2,1
2089,38.0,4,2,3,104,2,606.0,3,2
2090,48.0,1,1,2,0,2,105.0,1,1
2091,54.0,7,1,2,-22,1,85.0,1,1
2092,51.0,7,1,2,0,1,439.0,3,1
2093,47.0,9,1,2,72,1,278.0,1,1
2094,53.0,9,1,2,100,1,205.0,4,1
2095,35.0,1,1,1,319,2,221.0,1,1
2096,58.0,4,1,3,9339,2,52.0,3,1
2097,52.0,4,3,3,50,2,84.0,3,1
2098,57.0,5,1,2,32,2,476.0,3,1
2099,52.0,4,1,3,6922,1,371.0,1,1
2100,35.0,4,2,3,633,2,128.0,3,1
2101,48.0,9,1,2,4265,2,220.0,2,1
2102,46.0,2,1,3,2262,1,44.0,14,1
2103,39.0,7,1,2,1970,2,30.0,1,1
2104,38.0,6,3,3,1513,1,330.0,1,1
2105,34.0,2,1,2,4659,2,28.0,1,1
2106,47.0,2,1,1,668,1,908.0,1,1
2107,35.0,4,3,3,649,1,177.0,1,1
2108,46.0,1,3,1,452,2,113.0,4,1
2109,27.0,0,2,2,-145,2,289.0,8,1
2110,31.0,1,1,2,-498,2,357.0,1,1
2111,31.0,4,2,3,0,1,38.0,16,1
2112,46.0,0,1,2,22,2,414.0,4,1
2113,31.0,0,1,2,2304,2,257.0,2,1
2114,33.0,4,1,3,1412,2,480.0,1,2
2115,42.0,3,1,1,145,1,252.0,2,1
2116,33.0,4,2,1,4897,2,151.0,1,1
2117,40.0,3,1,1,1832,1,213.0,4,1
2118,51.0,1,1,1,3726,1,119.0,12,1
2119,31.0,10,1,3,591,1,161.0,2,1
2120,62.0,5,3,3,0,1,227.0,2,2
2121,24.0,8,2,2,508,2,12.0,3,1
2122,48.0,10,1,2,817,1,517.0,1,2
2123,41.0,9,3,2,348,2,225.0,2,1
2124,43.0,4,1,3,291,2,150.0,2,1
2125,52.0,9,1,2,3554,1,89.0,1,1
2126,54.0,1,1,1,781,2,103.0,2,1
2127,32.0,9,3,3,267,1,128.0,1,1
2128,38.0,1,1,1,1327,2,277.0,1,1
2129,41.0,0,1,1,-306,2,500.0,1,2
2130,31.0,1,2,1,864,2,113.0,2,1
2131,35.0,3,1,3,1265,2,326.0,5,2
2132,26.0,0,1,2,0,1,755.0,1,1
2133,52.0,9,1,3,214,1,161.0,3,1
2134,58.0,5,1,2,425,2,100.0,1,1
2135,57.0,3,1,3,3,1,142.0,2,1
2136,34.0,4,1,3,0,2,214.0,2,1
2137,59.0,1,1,1,0,1,167.0,2,1
2138,27.0,9,2,2,282,1,676.0,5,1
2139,42.0,2,1,3,0,1,236.0,1,1
2140,47.0,3,2,3,3727,1,993.0,6,2
2141,33.0,1,1,2,0,2,83.0,12,1
2142,31.0,7,2,2,864,2,100.0,1,1
2143,37.0,4,1,3,4089,2,289.0,2,2
2144,29.0,1,1,2,-478,1,528.0,2,1
2145,38.0,10,1,1,-363,1,340.0,2,1
2146,35.0,6,1,2,8883,1,33.0,3,1
2147,31.0,9,2,2,1970,1,284.0,3,1
2148,62.0,4,1,3,1859,1,245.0,3,2
2149,32.0,9,2,3,1059,2,115.0,1,1
2150,31.0,7,1,2,388,2,730.0,2,1
2151,51.0,1,3,1,602,2,347.0,1,1
2152,29.0,7,2,2,0,1,58.0,1,1
2153,43.0,1,1,1,255,2,180.0,1,1
2154,36.0,1,1,2,63,2,56.0,8,1
2155,34.0,6,1,1,712,2,326.0,3,1
2156,29.0,7,1,2,57,2,342.0,9,1
2157,57.0,5,1,2,523,1,49.0,6,1
2158,43.0,4,1,3,422,1,110.0,1,1
2159,33.0,7,1,2,386,1,253.0,1,2
2160,60.0,4,1,3,3387,1,636.0,2,1
2161,51.0,9,1,1,260,1,137.0,2,1
2162,40.0,0,2,2,-1,1,173.0,1,1
2163,51.0,9,1,2,1490,2,227.0,2,1
2164,38.0,7,1,2,497,2,88.0,5,1
2165,35.0,9,1,2,1707,2,426.0,3,1
2166,47.0,9,1,2,826,2,195.0,3,1
2167,45.0,1,1,1,907,1,230.0,8,1
2168,40.0,7,1,2,1836,2,750.0,2,2
2169,29.0,2,2,2,404,1,413.0,3,1
2170,52.0,4,3,3,907,2,104.0,2,1
2171,26.0,9,1,2,18,2,138.0,1,1
2172,31.0,1,2,1,-495,2,334.0,2,1
2173,55.0,7,1,4,1210,2,868.0,1,1
2174,35.0,7,1,2,819,2,102.0,14,1
2175,56.0,4,3,3,442,1,77.0,3,1
2176,28.0,1,2,2,-46,2,199.0,1,2
2177,27.0,8,2,2,671,2,332.0,2,1
2178,30.0,9,1,2,371,1,124.0,2,1
2179,51.0,12,1,3,-3,1,91.0,9,1
2180,33.0,4,1,2,11,2,104.0,3,1
2181,32.0,1,2,2,33,2,125.0,1,1
2182,43.0,2,1,2,104,2,635.0,3,2
2183,46.0,1,1,1,174,1,90.0,1,1
2184,32.0,4,1,3,3107,2,310.0,1,1
2185,40.0,7,1,2,1438,2,207.0,1,1
2186,39.0,1,1,2,1367,1,43.0,1,1
2187,51.0,1,1,1,-11,1,126.0,4,1
2188,46.0,0,2,2,1693,2,137.0,1,1
2189,43.0,1,1,1,778,2,284.0,5,1
2190,36.0,9,1,3,837,1,68.0,6,1
2191,48.0,4,1,3,363,1,67.0,1,1
2192,26.0,0,2,2,236,2,8.0,2,1
2193,39.0,0,2,4,0,2,62.0,1,1
2194,47.0,12,1,3,-50,1,175.0,1,1
2195,23.0,2,2,1,4,2,395.0,2,2
2196,54.0,4,3,3,26306,2,27.0,1,1
2197,38.0,0,1,2,46,2,195.0,1,1
2198,33.0,9,1,2,575,1,254.0,2,1
2199,35.0,0,3,2,148,1,199.0,1,1
2200,52.0,7,1,2,431,1,73.0,17,1
2201,25.0,9,2,3,777,2,351.0,1,1
2202,29.0,4,1,3,199,2,1689.0,4,2
2203,35.0,9,2,3,3552,1,267.0,1,1
2204,49.0,7,1,2,47,1,234.0,2,1
2205,41.0,0,3,2,3823,1,234.0,10,1
2206,32.0,4,1,3,138,1,94.0,4,1
2207,29.0,0,2,2,1117,2,77.0,2,1
2208,28.0,1,1,2,1325,2,242.0,1,1
2209,59.0,5,1,2,0,1,247.0,4,1
2210,34.0,2,1,3,4343,1,85.0,4,1
2211,55.0,4,3,3,1598,1,607.0,4,1
2212,34.0,4,1,3,3301,2,485.0,2,2
2213,24.0,8,2,2,822,1,184.0,1,2
2214,42.0,9,3,2,-280,2,258.0,1,1
2215,34.0,4,2,4,1534,2,156.0,1,1
2216,34.0,0,1,2,1671,1,160.0,1,1
2217,51.0,6,1,3,2007,1,1021.0,1,1
2218,58.0,1,1,1,0,2,5.0,25,1
2219,44.0,9,1,2,2776,2,701.0,1,2
2220,33.0,1,1,2,139,2,732.0,2,2
2221,34.0,4,1,3,573,1,122.0,1,1
2222,34.0,0,1,2,475,2,559.0,1,1
2223,42.0,1,3,2,47,2,141.0,1,1
2224,46.0,4,2,3,2154,2,87.0,4,1
2225,31.0,6,2,3,96,1,577.0,1,1
2226,39.0,2,1,3,83,2,193.0,2,1
2227,34.0,4,2,3,6766,1,210.0,5,1
2228,47.0,9,1,2,3973,1,732.0,2,1
2229,42.0,7,3,2,372,2,121.0,2,1
2230,48.0,1,2,2,-552,1,150.0,2,1
2231,30.0,6,2,3,48,1,140.0,1,1
2232,38.0,9,1,2,7696,2,386.0,2,1
2233,24.0,7,1,2,4500,2,733.0,2,2
2234,34.0,9,1,2,1,2,108.0,1,1
2235,46.0,4,2,3,46,1,80.0,1,1
2236,32.0,0,3,2,-18,2,155.0,3,1
2237,46.0,7,1,2,451,2,389.0,4,1
